seed,condition,step,analysis_label,non_renormalized_label,accuracy_A,accuracy_B,routing_specialization,router_entropy,causal_specialization_renormalized,causal_specialization_non_renormalized
1,BLOCKED_AB,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.9899600148200989,0.988099992275238,0.6807646751403809,0.43230298161506653,0.4413900077342987,0.37206000089645386
1,BLOCKED_AB,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.5018600225448608,0.9704399704933167,0.007350221276283264,0.6709610521793365,0.06717994809150696,0.0755799412727356
1,BLOCKED_BA,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9801999926567078,0.9776999950408936,0.8433042168617249,0.268308587372303,0.4832000136375427,0.35280999541282654
1,BLOCKED_BA,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.9886199831962585,0.9889000058174133,0.8517768383026123,0.2582247033715248,0.494670033454895,0.36028000712394714
1,BLOCKED_BA,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.972540020942688,0.5014600157737732,0.042726024985313416,0.6742730438709259,0.04414999485015869,0.05035999417304993
1,INTERLEAVED,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9769600033760071,0.9793400168418884,0.05813220143318176,0.6430853605270386,0.03567001223564148,0.040800005197525024
1,INTERLEAVED,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.9881200194358826,0.9876000285148621,0.05355510115623474,0.6444508731365204,0.03385999798774719,0.039140015840530396
1,INTERLEAVED,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9488000273704529,0.9648000001907349,0.05396786332130432,0.657196432352066,0.04145997762680054,0.04714995622634888
10,BLOCKED_AB,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9806600213050842,0.9794600009918213,0.7642776370048523,0.34826938807964325,0.4629899859428406,0.3669300079345703
10,BLOCKED_AB,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.9896600246429443,0.9888799786567688,0.7671273946762085,0.3427621200680733,0.473609983921051,0.371069997549057
10,BLOCKED_AB,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.49977999925613403,0.972000002861023,0.0138702392578125,0.680166482925415,0.04158999025821686,0.04782998561859131
10,BLOCKED_BA,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9799799919128418,0.9780399799346924,0.14197027683258057,0.6294948160648346,0.05845999717712402,0.04890000820159912
10,BLOCKED_BA,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.988099992275238,0.988319993019104,0.13527964055538177,0.628533661365509,0.05724000930786133,0.05019998550415039
10,BLOCKED_BA,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9741600155830383,0.5053600072860718,0.00010730326175689697,0.6798112392425537,0.04720999300479889,0.05380001664161682
10,INTERLEAVED,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9800999760627747,0.9785199761390686,0.6226887106895447,0.4600234776735306,0.3027700185775757,0.2959199845790863
10,INTERLEAVED,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.9889000058174133,0.9868999719619751,0.6221521496772766,0.46080778539180756,0.3105199933052063,0.30619001388549805
10,INTERLEAVED,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9635199904441833,0.9634400010108948,0.5493007898330688,0.5142160505056381,0.2563000023365021,0.24966996908187866
11,BLOCKED_AB,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9833199977874756,0.9803799986839294,0.6690100431442261,0.4390898644924164,0.4244000017642975,0.3701399862766266
11,BLOCKED_AB,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.9891999959945679,0.9886999726295471,0.6703994274139404,0.43854059278964996,0.43573999404907227,0.37890002131462097
11,BLOCKED_AB,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.5011199712753296,0.9751200079917908,0.010856270790100098,0.6590489149093628,0.06747004389762878,0.0797400176525116
11,BLOCKED_BA,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9824000000953674,0.9831799864768982,0.8160710334777832,0.3032630532979965,0.4962700307369232,0.34153997898101807
11,BLOCKED_BA,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.988319993019104,0.9894599914550781,0.818407416343689,0.30028319358825684,0.5026999711990356,0.3496600091457367
11,BLOCKED_BA,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9748200178146362,0.5059800148010254,0.05306163430213928,0.6504068374633789,0.07431000471115112,0.07933998107910156
11,INTERLEAVED,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9808400273323059,0.9786400198936462,0.08391766250133514,0.6424654126167297,0.040829986333847046,0.04543998837471008
11,INTERLEAVED,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.9880200028419495,0.9881799817085266,0.07719121873378754,0.6437520682811737,0.039110004901885986,0.04312998056411743
11,INTERLEAVED,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9612799882888794,0.9598199725151062,0.09131498634815216,0.6537628471851349,0.03049999475479126,0.03885003924369812
12,BLOCKED_AB,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.98089998960495,0.9835399985313416,0.7784289121627808,0.33134542405605316,0.45976001024246216,0.39365002512931824
12,BLOCKED_AB,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.9893800020217896,0.9891200065612793,0.789268434047699,0.3197658136487007,0.4649699926376343,0.39131999015808105
12,BLOCKED_AB,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.4990600049495697,0.9726799726486206,0.016296491026878357,0.6803475618362427,0.049899935722351074,0.056269943714141846
12,BLOCKED_BA,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9795200228691101,0.9841399788856506,0.8369655013084412,0.27773356437683105,0.4795699715614319,0.3678100109100342
12,BLOCKED_BA,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.989300012588501,0.9894199967384338,0.8453531265258789,0.2679600268602371,0.482479989528656,0.36604002118110657
12,BLOCKED_BA,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9741799831390381,0.505079984664917,0.035581424832344055,0.6699271202087402,0.02902999520301819,0.03967002034187317
12,INTERLEAVED,10000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9797000288963318,0.9779999852180481,0.21039417386054993,0.6198649108409882,0.09341001510620117,0.09560999274253845
12,INTERLEAVED,20000,PILOT V1 CONFIRMATORY ENDPOINT (RENORMALIZED ONLY),POST-HOC SECONDARY ANALYSIS,0.9886800050735474,0.9886400103569031,0.20258523523807526,0.6233069002628326,0.09245002269744873,0.09656000137329102
12,INTERLEAVED,4000,POST-HOC EXPLORATORY ANALYSIS,POST-HOC SECONDARY ANALYSIS,0.9526200294494629,0.9700999855995178,0.23454153537750244,0.6288570463657379,0.07086002826690674,0.0789400041103363
